Date,Open,High,Low,Close,Adj Close,Volume
07/08/2015,2.83162,3.53661,2.52112,2.77212,2.77212,164329
01/01/2016,0.933712,0.954822,0.931442,0.948024,0.948024,206062
22/02/2017,12.6872,12.7625,12.5526,12.5997,12.5997,10360900
01/01/2018,755.757019,782.530029,742.004028,772.640991,772.640991,2595760128
01/01/2019,133.418152,141.397507,132.650711,140.819412,140.819412,2258709868
01/01/2020,200.3506426,204.4278031,194.8321099,199.6057301,199.6057301,9427780705
01/01/2021,236.6106811,239.6385182,229.7441879,234.395967,234.395967,14336380181
